Key_Dataset,Key_Run,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary
abalone,1,weka.classifiers.meta.PBIL_Auto_Ens_V2,'-N 5 -U 2 -L 0.1 -I 20 -T 1 -R 1 -S 0 -M 5 -cv 10',1,2.01901121111E7,2925.0,1252.0,321.0,931.0,0.0,25.638977635782748,74.36102236421725,0.0,0.14626630855534017,0.057804967952750995,0.1717175594447503,90.30891540253643,96.02314414280943,4518.680783025313,4410.184050964655,108.49673206065745,3.6091699544930615,3.52251122281522,0.08665873167784141,1103.1365506557888,0.8810994813544639,24.41280107237903,NaN,0.0,0.0,0.0,1.0,1252.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.2563897763578275,0.11195990882625914,0.8880400911737409,0.7436102236421726,NaN,0.2563897763578275,NaN,NaN,0.7463167069541634,0.24355971794325648,NaN,0.2563897763578275,17.092,0.546,0.0,0.53125,0.0,531.25,300914.0,297504.0,128531.0,90.33546325878594,25.619009584664596,?
Adult,1,weka.classifiers.meta.PBIL_Auto_Ens_V2,'-N 5 -U 2 -L 0.1 -I 20 -T 1 -R 1 -S 0 -M 5 -cv 10',1,2.01901121111E7,22793.0,9768.0,8230.0,1538.0,0.0,84.25470925470925,15.745290745290745,0.0,0.548232743502065,0.20474989480165134,0.33234940393868534,55.99682981356664,77.73149708187492,7778.701279086854,87289.28660460797,-79510.58532552113,0.7963453397918565,8.936249652396393,-8.139904312604537,3134.2060170243803,0.3208646618575328,40.29215038056207,0.6045918367346939,1422.0,0.08198489751887811,608.0,0.918015102481122,6808.0,0.39540816326530615,930.0,0.7004926108374384,0.6045918367346939,0.6490187129164765,0.5507015636974716,0.883636037680984,0.7316724260592822,0.8425470925470926,0.3199401533312768,0.6800598466687232,0.15745290745290746,0.8366358049908107,0.8425470925470926,0.8384349018224615,0.5507015636974715,0.8836345142419605,0.8993719878386143,0.7737636787493825,0.8425470925470926,13.186,0.031,0.15625,0.015625,156.25,15.625,109655.0,3401038.0,1460313.0,98.18796068796068,75.37878787878788,?
